location,location_id,gtfs_stop_name,stop_lat,stop_lon,match_type,route
COLLINGSG AND LAWRENCE,4225,Lawrence Ave East at Ling Rd,43.769003,-79.18293,MATCHED_ROUTE,54
DON AVON AND EGLINTON,4257,,,,NO_STREET_MATCH,54
DON WAY E AND LAWRENCE,4291,,,,NO_STREET_MATCH,54
DON VALLE AND LAWRENCE,4330,,,,NO_STREET_MATCH,54
HOWDEN AND LAWRENCE,4343,Lawrence Ave East at Howden Rd,43.746988,-79.287822,MATCHED_INTERSECTION,54
KENNEDY AND RANSTONE G,4371,Kennedy Rd at Ranstone Gardens,43.742208,-79.272214,MATCHED_STOP_ONLY,54
BAY STATION AND QUEEN STATION QUAY,4444,Bay St at Queen St West,43.651974,-79.382022,MATCHED_STOP_ONLY,54
STAR SPRAY LOOP,4521,Rouge Hill Go Station Loop at Lawrence Ave East,43.780719,-79.130474,MATCHED_FACILITY,54
FERN MEAD AND LAWRENCE,4581,Lawrence Ave East at Fern Meadow Rd,43.771784,-79.171597,MATCHED_INTERSECTION,54
KENNEDY AND LAWRENCE STATION E,4593,Lawrence Ave East at Kennedy Rd East Side,43.74948,-79.274276,MATCHED_INTERSECTION,54
LAWRENCE AND ORCHARD P,4855,,,,NO_STREET_MATCH,54
LAWRE AND MORNING SIDE,4893,Lawrence Ave East at Morningside Ave,43.768579,-79.185862,MATCHED_INTERSECTION,54
FORTUNE G AND LAWRENCE,5053,Lawrence Ave East at Fortune Gate,43.76116,-79.219676,MATCHED_INTERSECTION,54
MALVERN DIVISION,5148,,,,NO_STREET_MATCH,54
EGLINTON BUS GARAGE,5273,Eglinton,43.70525,-79.398392,MATCHED_FACILITY,54
BARBER G AND DON MILLS,5286,Don Mills Rd at Barber Greene Rd South Side,43.727242,-79.340888,MATCHED_INTERSECTION,54
CARNFOR AND LAWRENCE STATION E,5398,Lawrence Ave East at Carnforth Rd East Side,43.741391,-79.313816,MATCHED_INTERSECTION,54
STARSPRAY,5404,,,,NO_STREET_MATCH,54
LAWRENCE AND TREMONT C,5530,Lawrence Ave East at Tremont Cres (East) East Side,43.73577,-79.34961,MATCHED_STOP_ONLY,54
ELLINOR AND LAWRENCE,5572,Lawrence Ave East at Elinor Ave,43.744212,-79.300378,MATCHED_ROUTE,54
GREENCEDA AND LAWRENCE,5582,Lawrence Ave East at Greencedar Circt East Side,43.758141,-79.232683,MATCHED_INTERSECTION,54
STARYSPRAY LOOP,5591,Rouge Hill Go Station Loop at Lawrence Ave East,43.780719,-79.130474,MATCHED_FACILITY,54
CANLISH AND LAWRENCE,5623,,,,NO_STREET_MATCH,54
LAWRENCE AND LORINDALE,5665,Lawrence Ave West at Lorindale Ave East Side,43.724699,-79.403671,MATCHED_STOP_ONLY,54
EGL AND MOUNT PLEASANT,5674,Eglinton Ave East at Mount Pleasant Rd,43.708284,-79.390426,MATCHED_STOP_ONLY,54
LAWRENCE AND RUSHLEY,5675,,,,NO_STREET_MATCH,54
COLLINISG AND LAWRENCE,5766,,,,NO_STREET_MATCH,54
EGLINTON AND RAWLINSON,5782,,,,NO_STREET_MATCH,54
CONNER AND WOODBINE STATION,5895,,,,NO_STREET_MATCH,54
LESLIE AND S OVERLAND,5896,Leslie St at Overland Dr,43.730186,-79.35434,MATCHED_STOP_ONLY,54
LAWRENCE AND SUSAN,5969,Lawrence Ave East at Susan St,43.763163,-79.209074,MATCHED_INTERSECTION,54
KINGSTON AND POPL,5979,Kingston Rd at Poplar Rd,43.765656,-79.191176,MATCHED_STOP_ONLY,54
LAWR AND STARSPRAY LOOP,5981,Starspray Loop at Lawrence Ave East,43.788634,-79.123111,MATCHED_INTERSECTION,54
CASSIDY P AND LAWRENCE,6003,,,,NO_STREET_MATCH,54
EGLINTON AND RED PATH,6008,Eglinton Ave East at Redpath Ave,43.707987,-79.392646,MATCHED_STOP_ONLY,54
LAWRENCE AND LESLIE STATION,6074,Leslie St at Lawrence Ave East South Side,43.734157,-79.356045,MATCHED_STOP_ONLY,54
EGLINTON AND MT PLEAS,6110,,,,NO_STREET_MATCH,54
DON AVO AND EGLINTON E,6158,,,,NO_STREET_MATCH,54
EGLINTON AND YONG,6160,,,,NO_STREET_MATCH,54
ALBION AND WARDEN,6253,,,,NO_STREET_MATCH,54
LAIRD AND VANDERHOOF,6310,,,,NO_STREET_MATCH,54
LAWRENCE AND WOODCLIFF,6362,Lawrence Ave East at Woodcliff Pl West Side,43.738509,-79.337564,MATCHED_INTERSECTION,54
BRIMORTON AND MID PINE,6478,Brimorton Dr at Mid Pines Rd,43.771113,-79.211966,MATCHED_STOP_ONLY,54
BRIMORTON AND SCARBOROUGH,6573,,,,NO_STREET_MATCH,54
DONWAY W AND LAWRENCE STATION,6596,Lawrence Ave East at The Donway East,43.737567,-79.341124,MATCHED_ROUTE,54
EGLINTON AND SUTHERLAND,6616,Eglinton Ave East at Sutherland Dr,43.713201,-79.36698,MATCHED_STOP_ONLY,54
COLLINSGROVE AND KINGS,6667,,,,NO_STREET_MATCH,54
COLLINGSGROVE AND LAWR,6844,,,,NO_STREET_MATCH,54
LA AND THE DONWAY E,6862,,,,NO_STREET_MATCH,54
LAWRENCE AND WARD,6867,Lawrence Ave East at Warden Ave,43.745187,-79.295013,MATCHED_INTERSECTION,54
EGLINTON BAYVIEW STATION,6968,Bayview station,43.766721,-79.386315,MATCHED_FACILITY,54
COLLINSGROVE,7013,,,,NO_STREET_MATCH,54
EGLINTON AND FOREMAN,7055,Eglinton Ave East at Forman Ave,43.709105,-79.38633,MATCHED_STOP_ONLY,54
ROUGE HILL STATION,7095,,,,NO_STREET_MATCH,54
CHERRY HI AND LAWRENCE,7216,,,,NO_STREET_MATCH,54
BIRCHMOUNT AND LAURA S,7269,,,,NO_STREET_MATCH,54
CROCKFORD AND LAWRENCE,7327,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,MATCHED_INTERSECTION,54
COLLINS GROVE AND LAWR,7338,,,,NO_STREET_MATCH,54
GERVAIS,7408,,,,NO_STREET_MATCH,54
BROOKWOOD CT,7451,,,,NO_STREET_MATCH,54
DON VALLEY STATION,7559,Don Valley,43.721645,-79.337929,MATCHED_FACILITY,54
EGLINTON AND MT PLEASANT,7644,Eglinton Ave East at Mt Pleasant Rd,43.708536,-79.389991,MATCHED_STOP_ONLY,54
LAWRENCE AND LING,7671,Lawrence Ave East at Ellington Dr,43.74633,-79.290738,MATCHED_INTERSECTION,54
LAWRENCE AND STARS,7716,Starspray Loop at Lawrence Ave East,43.788634,-79.123111,MATCHED_INTERSECTION,54
HOMESTEAD AND LAWRENCE,7727,Lawrence Ave East at Homestead Rd,43.769641,-79.180335,MATCHED_INTERSECTION,54
COLLINGSGROVE,7777,,,,NO_STREET_MATCH,54
LESLIE AND OVERLAND,7793,Leslie St at Overland Dr,43.730186,-79.35434,MATCHED_STOP_ONLY,54
ROSEHILL AND YONGE,7809,Yonge St at Rosehill Ave,43.686132,-79.393183,MATCHED_STOP_ONLY,54
LAWRENCE AND TREMONT,7870,Lawrence Ave East at Tremont Cres (East) East Side,43.73577,-79.34961,MATCHED_STOP_ONLY,54
LIVINGSTON,7956,,,,NO_STREET_MATCH,54
LAWRENCE AND STARPRAY,7974,,,,NO_STREET_MATCH,54
EGLINTON AND LAIRD EA,8003,Eglinton Ave East at Laird Dr East Side,43.713677,-79.363762,MATCHED_STOP_ONLY,54
LAWRENCE AND WOODCLIFE,8037,,,,NO_STREET_MATCH,54
EGLINTON YARD,8040,Eglinton,43.70525,-79.398392,MATCHED_FACILITY,54
SCARBOROUGH GOLD CLUB,8153,,,,NO_STREET_MATCH,54
EGLINTON STATION BUS P,8279,Eglinton,43.70525,-79.398392,MATCHED_FACILITY,54
LAWRENCE STATION AND ORTON PARK,8317,Lawrence Ave East at Orton Park Rd,43.763877,-79.205766,MATCHED_INTERSECTION,54
EGLINTON AND LILLIAN,8395,,,,NO_STREET_MATCH,54
DON WAY AND LAWRENCE STATION,8478,,,,NO_STREET_MATCH,54
COLLINGGROVE AND LAWRE,8516,,,,NO_STREET_MATCH,54
LAWRENCE STATION E AND TOWNLEY,8559,Lawrence Ave East at Townley Ave,43.742834,-79.30707,MATCHED_INTERSECTION,54
LAWRENCE AND MORNING D,8628,Lawrence Ave East at Morning Dew Rd,43.772188,-79.169034,MATCHED_INTERSECTION,54
BRIMORTON AND ORTON,8678,,,,NO_STREET_MATCH,54
LAWRENCE AND LESLIE STATION TO,9026,Leslie St at Lawrence Ave East South Side,43.734157,-79.356045,MATCHED_STOP_ONLY,54
LAWRENCE STATION E AND TRE,9032,,,,NO_STREET_MATCH,54
INN AND LESLIE,9083,,,,NO_STREET_MATCH,54
ROUGE HILL GO LOOP,9247,Rouge Hill Go Station Loop at Lawrence Ave East,43.780719,-79.130474,MATCHED_FACILITY,54
INN ON THE AND LESLIE,9327,,,,NO_STREET_MATCH,54
COLLINGSGROVE NORTH,9375,,,,NO_STREET_MATCH,54
DON VALLEY LRT STATION,9401,Don Valley,43.721645,-79.337929,MATCHED_FACILITY,54
STARSPARY LOOP,9406,Rouge Hill Go Station Loop at Lawrence Ave East,43.780719,-79.130474,MATCHED_FACILITY,54
PPC 93,9566,,,,NO_STREET_MATCH,54
CLOCKTOW AND DON MILLS,9601,,,,NO_STREET_MATCH,54
CAMFORTH AND LAWRENCE,9784,,,,NO_STREET_MATCH,54
LAWRENCE STATION E AND MAR,9816,Lawrence Ave East at Markham Rd,43.759995,-79.225042,MATCHED_INTERSECTION,54
BEN AND LAWRENCE STATION E,9882,Lawrence Ave East at Ben Stanton Blvd,43.757245,-79.238096,MATCHED_INTERSECTION,54
ROUGE HLL GO STATION,10015,,,,NO_STREET_MATCH,54
13 10 AND STARSPRAY LOOP,10055,,,,NO_STREET_MATCH,54
BENNETT AND LAWRENCE,10079,Lawrence Ave East at Bennett Rd,43.772716,-79.16665,MATCHED_INTERSECTION,54
DON MIL AND WYNFORD,10090,Wynford Dr at Don Mills Rd East Side,43.723099,-79.338338,MATCHED_INTERSECTION,54
CENTENNIA AND LAWRENCE,10096,Lawrence Ave East at Centennial Rd East Side,43.777376,-79.146048,MATCHED_INTERSECTION,54
DANFORTH AND LAWRENCE,10185,,,,NO_STREET_MATCH,54
BRIMORTON AND ORTON PA,10307,Orton Park Rd at Brimorton Dr North Side,43.771689,-79.208772,MATCHED_STOP_ONLY,54
BESSBOROU AND EGLINTON,10373,,,,NO_STREET_MATCH,54
BRIMORTON AND OR,10405,,,,NO_STREET_MATCH,54
LA AND SCARB GOLF CLUB,10532,,,,NO_STREET_MATCH,54
DVP AND LAWRENCE,10644,,,,NO_STREET_MATCH,54
BEN AND LAWRENCE,10658,Lawrence Ave East at Ben Stanton Blvd,43.757245,-79.238096,MATCHED_INTERSECTION,54
LAWRENCE AND WAYNE,10659,,,,NO_STREET_MATCH,54
BIRCHMOUNT AND COMSTOCK,10683,Birchmount Rd at Comstock Rd,43.723644,-79.275197,MATCHED_STOP_ONLY,54
LAWRENCE STATION E STATION,10793,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,54
LAWRENCE AND UNDER,11002,Lawrence Ave East at Underhill Dr,43.740918,-79.324491,MATCHED_INTERSECTION,54
GOODERHAM AND LAWRENCE,11073,,,,NO_STREET_MATCH,54
LAWRENCE AND TOWER,11082,,,,NO_STREET_MATCH,54
LAWRENCE AND MARCOS,11127,Lawrence Ave East at Marcos Blvd,43.752704,-79.258639,MATCHED_INTERSECTION,54
FLERIMAC AND LAWRENCE,11197,Lawrence Ave East at Flerimac Rd,43.772426,-79.168774,MATCHED_INTERSECTION,54
LAWRENCE AND WEXFORD,11220,,,,NO_STREET_MATCH,54
EGLINTON AND WALDER,11259,,,,NO_STREET_MATCH,54
NORTHFI AND ORTON PARK,11263,,,,NO_STREET_MATCH,54
DON WAY W AND LAWRENCE,11380,,,,NO_STREET_MATCH,54
BATHGATE AND LAWRENCE,11451,Lawrence Ave East at Bathgate Dr West Side,43.776434,-79.150915,MATCHED_INTERSECTION,54
BRIAN MERTON AND THORB,11485,,,,NO_STREET_MATCH,54
LAWRENCE AND THE DOWNW,11488,,,,NO_STREET_MATCH,54
LAWRENCE AND OPPOSITE,11520,Lawrence Ave East at Opposite Walkway to Ridgewood Rd,43.786215,-79.12498,MATCHED_INTERSECTION,54
K AND LAWRENCE STATION E,11557,,,,NO_STREET_MATCH,54
GALLOWAY AND LAWRENCE STATION,11590,Lawrence Ave East at Galloway Rd,43.765979,-79.196566,MATCHED_INTERSECTION,54
BIRC AND LAWRENCE STATION E,11695,Lawrence Ave East at Birchmount Rd,43.747291,-79.285133,MATCHED_INTERSECTION,54
DONW AND LAWRENCE STATION E,11767,Lawrence Ave East at The Donway East,43.737567,-79.341124,MATCHED_INTERSECTION,54
DON WAY AND LAWRENCE,11874,,,,NO_STREET_MATCH,54
STARPRAY LOOP,11977,Rouge Hill Go Station Loop at Lawrence Ave East,43.780719,-79.130474,MATCHED_FACILITY,54
CARN AND LAWRENCE STATION E,12009,Lawrence Ave East at Carnforth Rd East Side,43.741391,-79.313816,MATCHED_INTERSECTION,54
LAWRENCE STATION WARDEN STATION,12030,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,54
DONWAY WEST AND LAWRENCE,12066,Lawrence Ave East at The Donway East,43.737567,-79.341124,MATCHED_ROUTE,54
GREEN CED AND LAWRENCE,12073,,,,NO_STREET_MATCH,54
ELIN AND LAWRENCE STATION E,12130,Lawrence Ave East at Elinor Ave,43.744212,-79.300378,MATCHED_INTERSECTION,54
AINSDALE AND LAWRENCE,12156,,,,NO_STREET_MATCH,54
KENN AND LAWRENCE STATION E,12263,Lawrence Ave East at Kennedy Rd East Side,43.74948,-79.274276,MATCHED_INTERSECTION,54
LAWRENCE STATION EA AND LESLIE,12315,Leslie St at Lawrence Ave East South Side,43.734157,-79.356045,MATCHED_STOP_ONLY,54
LAWRENCE STATION E AND RODD,12326,,,,NO_STREET_MATCH,54
BRUCE AND EGLINTON,12362,,,,NO_STREET_MATCH,54
CHESTERTON SHRS,12403,,,,NO_STREET_MATCH,54
BRIM AND LAWRENCE STATION E,12454,Lawrence Ave East at Brimley Rd,43.753319,-79.255596,MATCHED_INTERSECTION,54
LAWRENCE AND UNDERHIL,12526,Lawrence Ave East at Underhill Dr,43.740918,-79.324491,MATCHED_INTERSECTION,54
LAWRENCE AND ORTON,12559,Lawrence Ave East at Orton Park Rd,43.763877,-79.205766,MATCHED_INTERSECTION,54
LAWRENCE STATION AN BELLAMY,12592,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,54
LAWRENCE STATION E AND MCCO,12652,Lawrence Ave East at McCowan Rd Westside Scarborough General,43.755437,-79.246651,MATCHED_INTERSECTION,54
EGLINTON DIVISON,12660,,,,NO_STREET_MATCH,54
LAWRENCE STATION E AND WARD,12924,Lawrence Ave East at Warden Ave,43.745187,-79.295013,MATCHED_INTERSECTION,54
LAWRENCE STATION ANB MIDLAND STATION,13062,,,,NO_STREET_MATCH,54
DUNF AND EGLINTON E,13067,Eglinton Ave East at Dunfield Ave,43.707504,-79.394948,MATCHED_STOP_ONLY,54
GREENCED AND LAWRENCE,13070,Lawrence Ave East at Greencedar Circt East Side,43.758141,-79.232683,MATCHED_INTERSECTION,54
LAWRENCE AND WESXFORD,13115,,,,NO_STREET_MATCH,54
BREN AND EGLINTON E,13149,,,,NO_STREET_MATCH,54
GREEN CRE AND LAWRENCE,13189,,,,NO_STREET_MATCH,54
LAWRENCE STATION E AND PHAR,13193,Lawrence Ave East at Pharmacy Ave,43.743114,-79.304898,MATCHED_INTERSECTION,54
COLLIONGS AND KINGSTON,13392,,,,NO_STREET_MATCH,54
COLLIN AND KINGSTON,13595,,,,NO_STREET_MATCH,54
LAWRENCE STATION E AND OR,13640,,,,NO_STREET_MATCH,54
COLINS GROVE AND KINGS,13837,,,,NO_STREET_MATCH,54
ROGUE HILL GO,13869,,,,NO_STREET_MATCH,54
DON AND LAWRENCE STATION E,13924,Don Mills Rd at Lawrence Ave East,43.736801,-79.34314,MATCHED_INTERSECTION,54
LAWRENCE STATION E LOOP,13976,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,54
EGLINTON AND WYNFORD D,13987,Wynford Dr at Eglinton Ave East,43.72506,-79.325722,MATCHED_STOP_ONLY,54
LAWRENCE STATION RT STATION,13991,Lawrence West Station,43.716048,-79.444392,MATCHED_FACILITY,54
BARYMORE AND LAWRENCE,14053,Lawrence Ave East at Barrymore Rd,43.754454,-79.251333,MATCHED_ROUTE,54
JENKINSON AND LAWRENCE,14085,,,,NO_STREET_MATCH,54
LAWRENCE AND SCARB,14340,Lawrence Ave East at McCowan Rd Westside Scarborough General,43.755437,-79.246651,MATCHED_INTERSECTION,54
LAWRENCE STATION E AND MEAD,14364,Lawrence Ave East at Meadowvale Rd East Side,43.775069,-79.156041,MATCHED_INTERSECTION,54
LAWRENCE STATION E RT STATI,14376,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,54
LAWRENCE AND TREEMONT,14440,Lawrence Ave East at Tremont Cres (East) East Side,43.73577,-79.34961,MATCHED_STOP_ONLY,54
LAWRENCE STATION E AND MCC,14609,Lawrence Ave East at McCowan Rd Westside Scarborough General,43.755437,-79.246651,MATCHED_INTERSECTION,54
FREY CRESCENT,14687,,,,NO_STREET_MATCH,54
EGLINTON E AND LESLIE,14694,Leslie St at Eglinton Ave East North Side,43.71835,-79.350236,MATCHED_STOP_ONLY,54
BRE AND EGLINTON E,14705,,,,NO_STREET_MATCH,54
JENKINSON WAY,14737,,,,NO_STREET_MATCH,54
LAWRENCE STATION E SRT STAT,14745,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,54
LAWRENCE STATION E AND VIC,14785,Lawrence Ave East at Victoria Park Ave,43.74196,-79.310096,MATCHED_INTERSECTION,54
KEN AND LAWRENCE STATION E,14788,Lawrence Ave East at Kennedy Rd East Side,43.74948,-79.274276,MATCHED_INTERSECTION,54
LAWRENCE STATION E AND WAR,14820,Lawrence Ave East at Warden Ave,43.745187,-79.295013,MATCHED_INTERSECTION,54
EGLINTON E AND WAR,14852,,,,NO_STREET_MATCH,54
BREMORTIN AND LI,14919,,,,NO_STREET_MATCH,54
NEW EGLINTON GARAGE,14952,Eglinton,43.70525,-79.398392,MATCHED_FACILITY,54
LAWRENCE STATION SRT STATION,15060,Lawrence West Station,43.716048,-79.444392,MATCHED_FACILITY,54
D AND LAWRENCE STATION E,15119,,,,NO_STREET_MATCH,54
NORTH AND ORTON PARK,15178,,,,NO_STREET_MATCH,54
BRO AND LAWRENCE STATION E,15237,Lawrence Ave East at Brockley Dr,43.752209,-79.262362,MATCHED_INTERSECTION,54
EGLINTON E AND RED,15318,,,,NO_STREET_MATCH,54
EGLINTON E AND M,15353,,,,NO_STREET_MATCH,54
BIR AND LAWRENCE STATION E,15417,Lawrence Ave East at Birchmount Rd,43.747291,-79.285133,MATCHED_INTERSECTION,54
LAWRENCE STATION E AND MID,15471,Lawrence Ave East at Midland Ave East Side,43.751579,-79.264207,MATCHED_INTERSECTION,54
DUN AND EGLINTON E,15481,,,,NO_STREET_MATCH,54
L AND SCARBOROUGH GOLF,15487,,,,NO_STREET_MATCH,54
BUR AND LAWRENCE STATION E,15560,Lawrence Ave East at Burnview Cres East Side,43.756645,-79.239711,MATCHED_INTERSECTION,54
DONWAY EA AND LAWRENCE,15614,Lawrence Ave East at The Donway East,43.737567,-79.341124,MATCHED_INTERSECTION,54
STARSPRAY LOOP LAWRE,15725,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,54
L AND LAWRENCE STATION E,15746,,,,NO_STREET_MATCH,54
LAWRENCE STATION E RT,15829,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,54
CEDERBRAE AND LAWRENCE,15928,,,,NO_STREET_MATCH,54
LAWRENCE AND MOSS BANK,15941,Lawrence Ave East at Mossbank Dr,43.762725,-79.211184,MATCHED_ROUTE,54
JENKINSON,16006,,,,NO_STREET_MATCH,54
EGLINTON STATIOIN,16010,,,,NO_STREET_MATCH,54
LAWRENCE AND MEGAN,16034,Lawrence Ave East at Megan Ave,43.771806,-79.170693,MATCHED_INTERSECTION,54
BRIMORTON AND SCARBO,16058,,,,NO_STREET_MATCH,54
LISA AND ORTON PARK,16282,,,,NO_STREET_MATCH,54
LAWRENCE AND MARKHAM R,16370,Lawrence Ave East at Markham Rd,43.759995,-79.225042,MATCHED_INTERSECTION,54
SCARBOROUGH GOLF CLUB A,16467,,,,NO_STREET_MATCH,54
CURL AND LAWRENCE STATION E,16498,Lawrence Ave East at Curlew Dr West Side,43.741297,-79.3196,MATCHED_INTERSECTION,54
GREE AND LAWRENCE STATION E,16566,Lawrence Ave East at Greenholm Circt,43.760464,-79.222831,MATCHED_INTERSECTION,54
LAWRENCE STATION E GREEN B,16570,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,54
LAWRENCE AND SCAR G,16588,,,,NO_STREET_MATCH,54
EGLINTON AND HOLLY,16628,,,,NO_STREET_MATCH,54
DON M AND LAWRENCE,16749,Don Mills Rd at Lawrence Ave East,43.736801,-79.34314,MATCHED_INTERSECTION,54
LAWRENCE STATION RT,16857,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,54
LESLIE AND MARSHFIEL,16860,Leslie St at Marshfield Crt,43.732103,-79.355219,MATCHED_STOP_ONLY,54
HOWDEN,16865,,,,NO_STREET_MATCH,54
LAWRENCE AND WAYNE EA,16873,,,,NO_STREET_MATCH,54
COMSTOCK AND LEBOVIC,16883,,,,NO_STREET_MATCH,54
AT S AND LAWRENCE STATION E,17058,Lawrence Ave East at Scarborough Golf Club Rd,43.761645,-79.216118,MATCHED_INTERSECTION,54
EGLINTON AND RUMESY,17073,,,,NO_STREET_MATCH,54
STAR SPRAY,17144,,,,NO_STREET_MATCH,54
ORTON PARK AND THORNBE,17159,,,,NO_STREET_MATCH,54
BROC AND LAWRENCE STATION E,17166,Lawrence Ave East at Brockley Dr,43.752209,-79.262362,MATCHED_INTERSECTION,54
DUNEFIELD AND EGLINTON,17251,Eglinton Ave East at Dunfield Ave,43.707504,-79.394948,MATCHED_STOP_ONLY,54
COMMSTOCK AND PHARMACY,17259,Pharmacy Ave at Comstock Rd,43.71919,-79.294806,MATCHED_STOP_ONLY,54
E AN AND LAWRENCE,17416,,,,NO_STREET_MATCH,54
SCARBOROUGH GOLF CLUB AN,17473,,,,NO_STREET_MATCH,54
LAWRENCE AND PORTWINE,17479,,,,NO_STREET_MATCH,54
LAWRENCE AND STARSPARY,17495,,,,NO_STREET_MATCH,54
ORTON PARK,17545,,,,NO_STREET_MATCH,54
LAWRENCE STATION ANE BELLAMY,17562,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,54
LAWRENCE AND MACROS,17584,,,,NO_STREET_MATCH,54
GOO AND LAWRENCE STATION E,17589,,,,NO_STREET_MATCH,54
LAWRENCE STATION E SRT,17671,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,54
BRIM AND LAWRENCE,17675,Lawrence Ave East at Brimley Rd,43.753319,-79.255596,MATCHED_INTERSECTION,54
LAWRENCE STATION E ROUTE,17694,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,54
ORTON PARK LOOP,17708,Rouge Hill Go Station Loop at Lawrence Ave East,43.780719,-79.130474,MATCHED_FACILITY,54
EGLINTON AND FORMAN E,17712,Eglinton Ave East at Forman Ave,43.709105,-79.38633,MATCHED_STOP_ONLY,54
LESLIE STATION EGLINTON,17809,Leslie Station,43.771458,-79.36475,MATCHED_FACILITY,54
EGLINTON S AND WARDEN,17816,Warden Ave at Eglinton Ave East,43.728013,-79.287869,MATCHED_STOP_ONLY,54
BENNET AND LAWRENCE,18097,Lawrence Ave East at Bennett Rd,43.772716,-79.16665,MATCHED_INTERSECTION,54
EGLINTON AND HANNAH,18197,Eglinton Ave East at Hanna Rd West Side,43.712067,-79.372621,MATCHED_STOP_ONLY,54
EGLINTON AND PARLIAMENT,18231,,,,NO_STREET_MATCH,54
LAWRENCE AND MCCO,18306,Lawrence Ave East at McCowan Rd Westside Scarborough General,43.755437,-79.246651,MATCHED_INTERSECTION,54
BRIMORTON AND PINES,18399,,,,NO_STREET_MATCH,54
EGLINTON AND PETMAN AV,18425,,,,NO_STREET_MATCH,54
FINC AND NEWGALE GATE,18485,,,,NO_STREET_MATCH,54
LAWRENCE AND SUSAN E,18559,Lawrence Ave East at Susan St,43.763163,-79.209074,MATCHED_ROUTE,54
DON AVON AND LAWRENCE,18602,,,,NO_STREET_MATCH,54
SCARBOROUGH GOF CLUB A,18761,,,,NO_STREET_MATCH,54
DONWA AND LAWRENCE,18818,Lawrence Ave East at The Donway East,43.737567,-79.341124,MATCHED_INTERSECTION,54
LAWRENCE AND OLD LAWRE,18842,,,,NO_STREET_MATCH,54
DON MILLS STATION AND LESLIE,18861,,,,NO_STREET_MATCH,54
COMSTOCK AND LAWRENCE,18977,,,,NO_STREET_MATCH,54
LAWRENCE STATION RT STATION200,19006,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,54
EGLINTON AND STARSPRAY,19007,,,,NO_STREET_MATCH,54
SCARBOROUGH GOLF,19057,,,,NO_STREET_MATCH,54
STARSPRAY LOOP LAWRENCE STATION,19104,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,54
LAWRENCE AND SCRABOROU,19115,,,,NO_STREET_MATCH,54
EGLINTON STATINO,19220,,,,NO_STREET_MATCH,54
LAWRENCE STATION MANSE,19242,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,54
LAWRENCE STATION OVERTURE,19254,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,54
EGLINTON E AND MT PLEA,19276,,,,NO_STREET_MATCH,54
E STRE AND LAWRENCE,19288,,,,NO_STREET_MATCH,54
LAWRENCE AND SCARABORO,19314,,,,NO_STREET_MATCH,54
LAWRENCE AND STARSPRA,19321,Starspray Loop at Lawrence Ave East,43.788634,-79.123111,MATCHED_INTERSECTION,54
DON MIL AND LAWRENCE STATION E,19366,Don Mills Rd at Lawrence Ave East,43.736801,-79.34314,MATCHED_INTERSECTION,54
DUNFIEL AND EGLINTON E,19367,Eglinton Ave East at Dunfield Ave,43.707504,-79.394948,MATCHED_STOP_ONLY,54
BRIDGEPO AND LAWRENCE,19385,Lawrence Ave East at Bridgeport Dr,43.778477,-79.140996,MATCHED_INTERSECTION,54
LADYSBR AND ORTON PARK,19415,,,,NO_STREET_MATCH,54
LESLIE AND OVERLEA,19517,,,,NO_STREET_MATCH,54
FLOREST AND LAWRENCE,19588,,,,NO_STREET_MATCH,54
LAIRD AND LAWRENCE,19613,,,,NO_STREET_MATCH,54
LAWRENCE AND SCAR GOLF,19940,Lawrence Ave East at Scarborough Golf Club Rd,43.761645,-79.216118,MATCHED_ROUTE,54
LAWRENCE AND LILLIAN,19996,,,,NO_STREET_MATCH,54
CHERRYHIL AND LAWRENCE,20022,Lawrence Ave East at Cherryhill Ave,43.776343,-79.150675,MATCHED_INTERSECTION,54
LAWRENCE AND STAR SPRA,20067,,,,NO_STREET_MATCH,54
KENNEDY STATION,18,Kennedy,43.732246,-79.263885,MATCHED_FACILITY,59
EGLINTON STATION,39,Yonge St at Eglinton Ave East North Side - Eglinton Station,43.707916,-79.398471,MATCHED_FACILITY,59
EGLINTON W STATION,66,Eglinton,43.70525,-79.398392,MATCHED_FACILITY,59
WILSON STATION,86,Wilson,43.734547,-79.45079,MATCHED_FACILITY,59
ST PHILLIPS AND WESTON,99,Weston Rd at St Phillips Rd,43.706383,-79.532709,MATCHED_INTERSECTION,59
LAWRENCE STATION W STATION,135,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,59
