location,location_id,gtfs_stop_name,stop_lat,stop_lon,match_type
ENTIRE LINE,7450,Brown's Line at Woodbury Rd,43.599135,-79.543959,fuzzy_WRatio_high
BROOKWOOD CT,7451,Le Page Crt at Keele St East Side,43.758093,-79.488998,fuzzy_WRatio_high
JAME AND WRIGHT,7452,,,,unmatched
KIPLING AND STEELES L,7453,Kipling Ave at Genthorn Ave North Side,43.723684,-79.57228,fuzzy_86
BATHURST STATION GR,7455,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
GORDON MCKAY AND JANE,7456,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
BING AND DANFORTH,7457,Eglinton Ave East at Danforth Rd,43.737338,-79.245756,fuzzy_86
KENNEDY STATION STATOIN,7458,Kennedy Rd at Ellesmere Rd,43.765595,-79.280867,fuzzy_86
DE MARCO AND LAWRENCE,7460,Lawrence Ave West at Westona St East Side,43.69728,-79.526961,fuzzy_86
AN AND MAJOR MACKENZIE,7462,3390 Major Mackenzie Dr East,43.893681,-79.336665,fuzzy_86
IAN MACDO AND THE POND,7464,The Pond Rd at Ian MacDonald Blvd,43.770797,-79.498522,fuzzy_86
KING AND PARLIAMENT,7467,King St East at Parliament St,43.652556,-79.363371,intersection_exact
ORCHARD VIEW AND YONGE,7468,Yonge St at Orchard View Blvd,43.708302,-79.3988,intersection_exact
CALEDONIA AND LESWYN R,7469,Caledonia Rd at Summit Ave South Side,43.686437,-79.459522,fuzzy_86
PIONEER VILLEGE STATIO,7470,Pioneer Village Station Bus Bay 8,43.777064,-79.50966,fuzzy_88
ISLINGTON STATION STATIN,7472,Islington Ave at Fordwich Cres,43.727108,-79.560871,fuzzy_86
APEX AND DUFFERIN STATION,7473,Dufferin St at St Clair Ave West,43.677768,-79.442907,fuzzy_86
WESTWOOD MALL LAWRE,7474,Westwood Square Bus Terminal at Morning Star Dr,43.721726,-79.640711,fuzzy_86
BAYVIEW AND RISEBROUGH,7475,Bayview Ave at Steeles Ave East South Side,43.802654,-79.39615,fuzzy_86
CANOE AND SEASON,7477,Seasons Dr at Canoe Cres (West),43.829267,-79.228259,fuzzy_86
N QUEE AND SHORNCLIFFE,7479,Shorncliffe Ave at Lockport Ave,43.627616,-79.542736,fuzzy_86
MCORMACK AND WESTON,7483,Weston Rd at Gunns Rd South Side,43.675541,-79.470205,fuzzy_86
ELLESMERE AND MONDEO D,7484,741 Ellesmere Rd at Mondeo Dr,43.764459,-79.287449,fuzzy_89
AND WHEELING,7487,East Ave at Wheeling Dr,43.782809,-79.132408,fuzzy_90
BELGRAVE AV AND WILSON,7490,Wilson Ave at Belgrave Ave,43.740481,-79.418302,intersection_exact
DUFFERIN AND GERRY FIT,7491,Dufferin St at Ramsden Rd South Side,43.695717,-79.450479,fuzzy_86
ALBION AND SIVERSTONE,7493,Albion Rd at Beaumonde Heights Park West Side,43.738716,-79.573613,fuzzy_86
BEVERERLY HILLS AND WI,7494,,,,unmatched
BEVERELY HILLS AND WIL,7495,Wilson Ave at Highview Ave East Side,43.723322,-79.496337,fuzzy_86
BARTOR,7497,Clayson Rd at Bartor Rd,43.720907,-79.524325,fuzzy_TokenSet_high
PHOTOGRAPHY,7498,Black Creek Dr at Photography Dr,43.685793,-79.48147,fuzzy_TokenSet_high
WENDAL AND WILSON,7499,Wilson Ave at Dufferin St,43.731854,-79.459521,fuzzy_86
EGLINTON AND KEELESDALE,7501,Keelesdale Rd at Eglinton Ave West,43.687574,-79.484512,intersection_exact
ALBION AND THISTLEDOWN,7503,Albion Rd at Beaumonde Heights Park West Side,43.738716,-79.573613,fuzzy_86
FIMA AND HORNER,7504,Horner Ave at Alderbrae Ave,43.602828,-79.540636,fuzzy_86
14TH AND MCCOWAN,7505,McCowan Rd at 14Th Ave,43.849399,-79.279883,intersection_exact
MELINDA AND YONGE,7507,Yonge St at Front St West,43.646785,-79.377161,fuzzy_86
KENNEDY STATION WOODBINE STATION,7508,Kennedy Rd at Ellesmere Rd,43.765595,-79.280867,fuzzy_86
ELFREDA,7509,St Clair Ave East at Elfreda Blvd,43.713659,-79.273123,fuzzy_90
GRAC AND SEASONS,7510,Staines Rd at Seasons Dr South Side,43.830149,-79.223612,fuzzy_86
FINCH AND HWY 400,7512,Finch Ave West at Ancona St East Side,43.77466,-79.438062,fuzzy_86
SHERWAY AND SHERWAY GA,7513,Sherway Gardens Rd at Sherway Gate (Mall),43.609729,-79.558438,fuzzy_86
BATHURST AND STRAFFORD,7515,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
DENISON AND JANE STATION,7517,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
CLARE AND KINGSTON,7521,Kingston Rd at Fenwood Heights West Side,43.727383,-79.230088,fuzzy_86
STEELES LOOP ISLINGTON STATION,7524,Islington Ave at Fordwich Cres,43.727108,-79.560871,fuzzy_86
ALHENA AND THIRTEENTH,7525,Lake Shore Blvd West at Thirteenth St,43.599444,-79.511706,fuzzy_86
KINGSTON AND KITCHNER,7527,Kingston Rd at Galloway Rd West Side,43.761802,-79.195118,fuzzy_86
VICTORIA PARK STATION SCARBOROUGH,7528,Victoria Park Station at Bus Bay 5,43.694476,-79.288705,fuzzy_88
DAVISVILLE STATION YORK,7530,Davisville Ave at Yonge St,43.698505,-79.395939,fuzzy_86
BELLEVUE AND WESTON,7531,Weston Rd at Gunns Rd South Side,43.675541,-79.470205,fuzzy_86
HUMBERLAND PLAYG,7533,,,,unmatched
STEELES 404 VICTORIA,7535,Steeles Ave East at Bestview Dr,43.80629,-79.383217,fuzzy_86
BAYVIEW AND HEATHCOAT,7536,Bayview Ave at Steeles Ave East South Side,43.802654,-79.39615,fuzzy_86
MCDONELL AND QUEEN,7537,Lansdowne Ave at Queen St West,43.640886,-79.436848,fuzzy_86
TORONTO S DETENTIO,7539,Islington Ave at New Toronto St,43.606549,-79.506452,fuzzy_86
JOHN AND MARTIN GROOVE,7540,John Garland Blvd at Martin Grove Rd West Side,43.732009,-79.589827,fuzzy_86
KEELESDALE STATION,7542,Keelesdale Station at Bus Bay 2,43.691096,-79.474734,fuzzy_95
ISLINGTON AND NORDIN,7543,Islington Ave at Nordin Ave,43.626838,-79.516246,intersection_exact
CRESENT TOWN DEN,7544,Victoria Park Ave at Crescent Town Rd South Side,43.696117,-79.290419,fuzzy_86
BATHURST AND LYTTON BL,7545,Bathurst St at Lytton Blvd,43.71038,-79.427532,fuzzy_89
HUMBERLINE,7546,Claireville Dr (South) at Humberline Dr,43.737944,-79.618703,fuzzy_90
BUR OAK AV AND MARKHAM,7548,Main St Markham North at Springdale Ave,43.885657,-79.26252,fuzzy_86
HIGHLAND HILL,7549,Dundas St West at Humber Hill Ave,43.664716,-79.501573,fuzzy_WRatio_high
QUEEN STATION PARK AND WELLES,7550,Wellesley St West at Queen's Park Cres East East Side,43.663633,-79.390156,fuzzy_86
401 AND MARKHAM,7552,Markham Rd at New Delhi Dr,43.847625,-79.253436,fuzzy_86
OLD LESLIE STATION AND SHEPPARD,7557,Sheppard Ave East at Meadowvale Rd East Side,43.808442,-79.169871,fuzzy_86
DON VALLEY STATION,7559,Don Valley Station at Bus Bay 4,43.721549,-79.337937,fuzzy_95
COLLEGE AND HENRY,7561,,,,unmatched
DANFORTH AND ST,7564,Carlton St at Sherbourne St,43.66307,-79.373237,fuzzy_86
CORONATION AND WALLS,7566,Beechgrove Dr at Coronation Dr,43.766925,-79.158407,fuzzy_86
GUILDWOOD PRKWAY AND K,7567,Guildwood Pkwy at Navarre Cres,43.749505,-79.190293,fuzzy_86
MT DENNIS STATION,7568,Eglinton Ave West at Mt Dennis Station,43.687716,-79.486044,fuzzy_90
CLAIRVILLE AND HUMBER,7569,Humber College Blvd at Lynmont Rd,43.731799,-79.596075,fuzzy_86
CHESWOOD AND SHEPPARD,7570,Sheppard Ave West at Harlock Blvd,43.753826,-79.445872,fuzzy_86
CASTLEMORE AND MINGAY,7571,Castlemore Ave at Mingay Ave,43.901774,-79.276284,intersection_exact
HOSKIN AND ST GEORGE STATION,7572,Hoskin Ave at St George St,43.664221,-79.398202,fuzzy_95
DON MILLS AND DONWAY,7574,Don Mills Rd at Esterbrooke Ave,43.779239,-79.348996,fuzzy_86
8TH STRE AND LAKESHORE,7576,,,,unmatched
KIPLING AND TYRE,7577,Kipling Ave at Tyre Ave,43.64501,-79.536573,intersection_exact
SPADINA AND WASHINGTON,7580,,,,unmatched
LAKESHORE AND LESLIE,7581,Leslie St at Lake Shore Blvd East,43.659362,-79.328632,intersection_exact
EGLINTON BETWEEN CALED,7582,Eglinton Ave West at Martin Grove Rd East Side,43.674419,-79.562591,fuzzy_86
BALDWIN AND HENRY,7584,,,,unmatched
DUFFERIN STATION BETWEEN EGLIN,7587,Dufferin St at Samor Rd South Side,43.71788,-79.455672,fuzzy_86
DEVONSHIRE AND HOSKIN,7588,Hoskin Ave at Tower Rd - Wycliffe College,43.664544,-79.395953,fuzzy_86
MCDONALDS SEAFORTH,7590,MacDonell Ave at Seaforth Ave,43.642143,-79.438522,fuzzy_86
KENNEDY STATION FINCH STATION,7591,Morningside Ave at Finch Ave East,43.819532,-79.221383,fuzzy_86
BIRCHMOUNT AND SANWOOD,7592,Birchmount Rd at Sanwood Blvd,43.816133,-79.314333,intersection_exact
BAYVIEW AND CUMMER,7593,Bayview Ave at Cummer Ave,43.792145,-79.393441,intersection_exact
HWY 401 AND NEILSON,7594,Neilson Rd at Ellesmere Rd North Side,43.783012,-79.205028,fuzzy_86
FINCH AND FINCHDENE SQ,7595,Finch Ave East at Finchdene Sq,43.815317,-79.231676,intersection_exact
KEELE AND WESTON,7596,Weston Rd at Gunns Rd South Side,43.675541,-79.470205,fuzzy_86
FINCH STATION AND YORKGATE,7597,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
HOSPIT AND WELLNESS WAY,7599,Wellness Way at Armistice Dr - Wellspring Centre,43.723603,-79.378616,fuzzy_86
YORKLA AND YORKLAND,7601,Yorkland Blvd (North) at Consumers Rd West Side,43.773758,-79.332559,fuzzy_86
HUMBERLOOP LOOP,7603,Steeles Ave East Loop,43.798341,-79.417889,fuzzy_WRatio_high
DUNDAS STATION W AND ST JOH,7606,Dundas West Station at Bus Bay 2,43.656975,-79.453099,fuzzy_87
BEACONHILL,7609,Kipling Ave at Beaconhill Rd,43.753672,-79.587255,fuzzy_90
MAIN STREET STATION MARKHAM AN,7610,Main St Markham North at Springdale Ave,43.885657,-79.26252,fuzzy_86
HUTI AND VICTORIA PARK,7613,Victoria Park Station at Bus Bay 6,43.694411,-79.289249,fuzzy_88
BERNER TRA AND NEILSON,7616,Neilson Rd at Ellesmere Rd North Side,43.783012,-79.205028,fuzzy_86
KINGSTON AND PARKCR,7617,Kingston Rd at Fenwood Heights West Side,43.727383,-79.230088,fuzzy_86
EMMETT JAN,7618,Eglinton Ave West at Walkway to Emmett Ave,43.684593,-79.508136,fuzzy_86
CHESTNUT AND ISLINGTON,7619,Islington Ave at Fordwich Cres,43.727108,-79.560871,fuzzy_86
BATHURST AND BEDFORD P,7620,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
EGLINTON AND WIDDICOMB,7621,Eglinton Ave West at Russell Rd,43.681064,-79.533411,fuzzy_86
AIRPORT AND NORTHWE,7624,Airport Rd at Highway 427 Overpass West Side,43.686436,-79.602317,fuzzy_86
CONNOR AND STANHOPE,7627,,,,unmatched
YORKDALE STATION GO STATION,7630,,,,unmatched
ISLINGTON STATION STEELES LOOP,7632,Islington Ave at Fordwich Cres,43.727108,-79.560871,fuzzy_86
LAWRENCE STATION ADN SHERMOUNT,7634,Lawrence Ave West at Westona St East Side,43.69728,-79.526961,fuzzy_86
DELSING AND WESTHUMBER,7635,Westhumber Blvd at Martin Grove Rd North Side,43.726355,-79.586705,fuzzy_86
AIRPORT CRESCENT AN,7637,Royal York Rd at Darlingbrook Cres South Side,43.670934,-79.521782,fuzzy_86
HOPTREE AND STAINES,7638,Morningside Ave at Staines Rd North Side,43.819734,-79.221875,fuzzy_86
ABORWOO AND HUMBERWOOD,7639,Humberwood Blvd at Arborwood Dr East Side,43.72349,-79.618315,fuzzy_86
KINGSTON AND MCNAB,7641,Kingston Rd at McNab Blvd,43.72896,-79.228287,intersection_exact
EGLINTON AND MT PLEASANT,7644,Eglinton Ave East at Mt Pleasant Rd,43.708536,-79.389991,intersection_exact
SHEPPARD ON VICTORIA P,7645,Sheppard Ave East at Victoria Park Ave,43.775457,-79.322733,fuzzy_89
QUEEN STATION P AND ST JOSEPH,7647,Parliament St at Wellesley St East North Side,43.668507,-79.369582,fuzzy_86
FIN AND FINCH AND JANE,7648,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
DUFFERIN STATION BETWEEN ST CL,7649,Dufferin St at Samor Rd South Side,43.71788,-79.455672,fuzzy_86
A AND BATHURST,7651,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
ON RAM AND YORKDALE,7652,,,,unmatched
CALEDONIA AND JOYCE,7654,Caledonia Rd at Summit Ave South Side,43.686437,-79.459522,fuzzy_86
GARY AND LOCKERBIE,7655,Gary Dr at Lockerbie Ave,43.711576,-79.516254,intersection_exact
BELGRAVIA AND DUFFERIN,7658,Dufferin St at St Clair Ave West,43.677768,-79.442907,fuzzy_86
BISHOP AND KENNETH,7661,,,,unmatched
PIONNEER VILLAGE STATI,7664,Pioneer Village Station Bus Bay 3,43.776747,-79.509208,fuzzy_95
E PARK AND MARKHAM,7665,Markham Rd at New Delhi Dr,43.847625,-79.253436,fuzzy_86
DON MILLS AND YORK MILL,7666,Don Mills Rd at The Donway East (South) North Side,43.732636,-79.342026,fuzzy_86
GUNNS AND ST CLAIR STATION,7669,Lansdowne Ave at Queen St West,43.640886,-79.436848,fuzzy_86
LAWRENCE AND LING,7671,Lawrence Ave East at Ling Rd,43.769003,-79.18293,intersection_exact
MCCORMACK S AND WESTON,7672,Weston Rd at McCormack St,43.677281,-79.472119,fuzzy_89
BROADVIEW STATION AND CONNOR,7673,Broadview Station at Bus Bay 4,43.676772,-79.358451,fuzzy_86
UOFT SCARBOROUGH BUS L,7674,Ellesmere Rd at Scarborough Golf Club Rd,43.778371,-79.222373,fuzzy_86
QUEEN STATION PARK AND,7675,Wellesley St West at Queen's Park Cres East East Side,43.663633,-79.390156,fuzzy_86
YORKDALE STATION TERMINAL,7676,,,,unmatched
HWY 401 AND LESLIE,7678,York Mills Rd at Leslie St West Side,43.753001,-79.360765,fuzzy_86
BATHURST AND GREENVIN,7679,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
E YORK AND OVERLEA,7680,Overlea Blvd at Millwood Rd East Side,43.702452,-79.35223,fuzzy_86
14TH AND WARDEN,7682,Warden Ave at 14Th Ave,43.837399,-79.328885,intersection_exact
AVONHURST AND DUNDAS,7686,Dundas St West at Indian Road Cres,43.665156,-79.461274,fuzzy_86
MACPHERSON AND YONGE,7687,Yonge St at MacPherson Ave,43.679185,-79.390534,intersection_exact
ST CLAIR AND ST COLUMB,7690,Deauville Lane at St Dennis Dr South Side,43.717713,-79.331085,fuzzy_86
RUNNYMEDE AND RYDING,7695,St Clair Ave West at Runnymede Rd West Side,43.66887,-79.484326,fuzzy_86
BLOOR AND KENNEDY STATION,7699,Eglinton Ave East at Kennedy Station,43.732292,-79.267117,fuzzy_86
ELLE AND VICTORIA PARJ,7701,,,,unmatched
MARTIN GROVE AND MILKW,7703,John Garland Blvd at Martin Grove Rd West Side,43.732009,-79.589827,fuzzy_86
MILLIKEN AND TROJAN,7704,,,,unmatched
DAVISVILLE STATION BUS,7705,Davisville Ave at Yonge St,43.698505,-79.395939,fuzzy_86
CARLTON AND WARDEN,7706,Warden Ave at Carlton Rd,43.867355,-79.336749,intersection_exact
PLEASANT,7707,St Clair Ave East at Mt Pleasant Rd West Side,43.690306,-79.383911,fuzzy_TokenSet_high
DON MILLS STATION M,7710,Don Mills Station at Bus Bay 11,43.775638,-79.346345,fuzzy_86
DON MILLS STATION R,7711,Don Mills Station at Bus Bay 11,43.775638,-79.346345,fuzzy_86
KENNEDY STATION N,7712,Kennedy Rd at Ranstone Gardens,43.742208,-79.272214,fuzzy_86
LAWRENCE STATION 1 AND WESTON,7714,Weston Rd at Gunns Rd South Side,43.675541,-79.470205,fuzzy_86
GLADSTONE AND QUEEN,7715,Queen St West at Gladstone Ave,43.642608,-79.427,intersection_exact
LAWRENCE AND STARS,7716,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,fuzzy_86
FINCH AND NEILSON W,7718,Finch Ave East at Neilson Rd,43.816137,-79.227758,intersection_exact
KENNETH AND SHEPPARD,7720,Sheppard Ave East at Kenneth Ave,43.76301,-79.404502,intersection_exact
SAINT AND TUSCAN GATE,7722,Tuscan Gate at St Regis Cres (South),43.75434,-79.483902,fuzzy_86
OSSINGTON AND ROLYAT,7725,Ossington Ave at Leeds St South Side,43.663872,-79.426518,fuzzy_86
COMMERCE AND EGLINTON,7726,Eglinton Ave West at Martin Grove Rd East Side,43.674419,-79.562591,fuzzy_86
HOMESTEAD AND LAWRENCE,7727,Lawrence Ave East at Homestead Rd,43.769641,-79.180335,intersection_exact
CHURCH AND KING STATION GEORGE,7731,Culford Rd at George Anderson Dr,43.703148,-79.486494,fuzzy_86
LAPSLEY AND SHEPPARD,7732,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_86
MAJOR MACKENZIE AND TS,7734,Mingay Ave at Major Mackenzie Dr East,43.90725,-79.277939,fuzzy_86
COMAY AND GULLIVER,7735,Gulliver Rd at Comay Rd,43.698656,-79.479085,intersection_exact
LADY WORK A AND WILSON,7736,Wilson Ave at Highview Ave East Side,43.723322,-79.496337,fuzzy_86
ANGLESL AND ROYAL YORK,7737,Royal York Rd at Darlingbrook Cres South Side,43.670934,-79.521782,fuzzy_86
WILSON STATION DUFFERIN STATION TO,7740,Wilson Ave at Dufferin St,43.731854,-79.459521,fuzzy_86
EGLINTON P AND JANE,7741,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
SANDWE AND THE WESTWAY,7742,The Westway at Sun Row Dr East Side,43.689215,-79.540494,fuzzy_86
ARBORETUM AND THE POND,7744,The Pond Rd at Ian MacDonald Blvd,43.770797,-79.498522,fuzzy_86
MAJOR MACKENZIE AND ST,7745,Major Mackenzie Dr East at Ridgecrest Rd,43.900656,-79.304807,fuzzy_86
AIRPORT AND HIGHW,7746,Airport Rd at Highway 427 Overpass West Side,43.686436,-79.602317,fuzzy_86
FINCH STATION E AND SENECA,7751,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
HUMBERWOOD AND PI,7752,,,,unmatched
EASTBOURNE,7754,St Clair Ave East at Westbourne Ave East Side,43.709338,-79.292626,fuzzy_WRatio_medium
KINGSTON AND MORNIN,7757,Kingston Rd at Fenwood Heights West Side,43.727383,-79.230088,fuzzy_86
SHEPPARD EAST,7759,Wilson Ave at Highview Ave East Side,43.723322,-79.496337,fuzzy_86
MARKHAM AND SHEPPARD E,7760,Sheppard Ave East at Breckon Gate,43.80027,-79.20723,fuzzy_86
DON MILLS AND PARKWY F,7761,Don Mills Rd at Lawrence Ave East,43.736801,-79.34314,fuzzy_86
STADACONA AND WILSON,7763,Wilson Ave at Highview Ave East Side,43.723322,-79.496337,fuzzy_86
SAULTER ST S,7766,Commissioners St at Logan Ave,43.651835,-79.337506,fuzzy_86
CONC AND CONCORDE GATE,7767,,,,unmatched
HIGHLAND CREEK AND OLD,7768,Highland Creek Overpass at Kingston Rd,43.784451,-79.168491,fuzzy_86
AUKLAND,7769,Aukland Rd at Bloor St West South Side,43.640146,-79.540452,fuzzy_TokenSet_high
JANE STATION AND JOHN,7771,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
OVERLEA AND TORNCILFFE,7773,Overlea Blvd at Millwood Rd East Side,43.702452,-79.35223,fuzzy_86
AVA ROADS AND BATHURST,7774,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
EIGHTH AND LAKESHORE,7775,Lake Shore Blvd West at Thirty First St,43.595155,-79.530407,fuzzy_86
COLLINGSGROVE,7777,Lawrence Ave East at Collinsgrove Rd,43.769269,-79.182716,fuzzy_83
PASSMORE,7778,Passmore Ave at Kennedy Rd,43.818764,-79.303701,fuzzy_90
GOWAN AND PAPE,7779,Pape Ave at Lipton Ave North Side,43.679891,-79.345139,fuzzy_86
KENNEDY STATION 905,7783,Kennedy Station at Bus Bay 4,43.732361,-79.26374,fuzzy_84
JANE AND SHEPPARD 26,7784,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
ST CLAIR AND WOODROW,7787,St Clair Ave East at North Woodrow Blvd,43.715113,-79.266834,intersection_exact
METROPOLITAN AND WARDEN STATION,7788,Warden Ave at Metropolitan Rd,43.767101,-79.302602,fuzzy_95
DON MILL AND ST DENNIS,7789,Gateway Blvd South Side at Don Mills Rd East Side,43.710049,-79.333744,fuzzy_86
KIPLING AND PANORAMA C,7790,Kipling Ave at Panorama Crt,43.746663,-79.583501,fuzzy_89
DUNDAS STATION AND WESTON,7791,Weston Rd at Gunns Rd South Side,43.675541,-79.470205,fuzzy_86
LESLIE AND OVERLAND,7793,Leslie St at Overland Dr,43.730186,-79.35434,intersection_exact
PACH AND VICTORIA PARK,7795,Victoria Park Station at Bus Bay 5,43.694476,-79.288705,fuzzy_88
ROYAL YORK AND SUMMITC,7797,Royal York Rd at Darlingbrook Cres South Side,43.670934,-79.521782,fuzzy_86
EGLINTON AND PEVERIL,7803,Eglinton Ave West at Martin Grove Rd East Side,43.674419,-79.562591,fuzzy_86
WALSH YO AND WESTON,7804,Weston Rd at Finch Ave West,43.75179,-79.542165,fuzzy_86
BETWEEN AIRPORT,7805,Airport Rd at Highway 427 Overpass West Side,43.686436,-79.602317,fuzzy_86
ROYAL YORK STATION LOOP,7807,Lawrence Ave West at Royal York Rd,43.696286,-79.532489,fuzzy_90
ROSEHILL AND YONGE,7809,Yonge St at Rosehill Ave,43.686132,-79.393183,intersection_exact
GARY AND WENDELL,7810,Gary Dr at Wendell Ave,43.709789,-79.524233,intersection_exact
BRAE CR AND ROYAL YORK,7811,Lawrence Ave West at Royal York Rd,43.696286,-79.532489,fuzzy_86
MAXOME AND STEELES,7812,Steeles Ave East at Maxome Ave,43.800946,-79.406362,intersection_exact
BATHURST AND CLAIR,7815,Bathurst St at St Clair Ave West,43.683275,-79.418455,intersection_exact
CROW TRIAL AND NEILSON,7816,Neilson Rd at Finch Ave East South Side,43.81544,-79.227311,fuzzy_86
OAKWOOD AND ROGERS ROAD,7817,Oakwood Ave at Rogers Rd,43.687221,-79.438826,intersection_exact
DON MILLS STATION BETWEEN ST D,7818,Don Mills Rd at The Donway East (South) North Side,43.732636,-79.342026,fuzzy_86
T WRIGHT AND WESTON B,7819,Weston Rd at Gunns Rd South Side,43.675541,-79.470205,fuzzy_86
ELLESMERE AND MILTIARY,7822,Ellesmere Rd at Military Trail (West),43.779894,-79.217004,fuzzy_86
DANFORTH AND LILY CUP,7824,,,,unmatched
BROADVIEW AND TORRENS,7826,Broadview Ave at Chester Hill Rd,43.681397,-79.357724,fuzzy_86
DUFF AND EGLINTON W,7827,Eglinton Ave West at Russell Rd,43.681064,-79.533411,fuzzy_86
LAWRENCE AND WESTWOOD,7830,Lawrence Ave West at Westona St East Side,43.69728,-79.526961,fuzzy_86
EGLINTON SHEPPARD,7832,Bathurst St at Eglinton Ave West,43.701109,-79.425692,fuzzy_86
WALSH WI AND WESTON,7833,Weston Rd at Finch Ave West,43.75179,-79.542165,fuzzy_86
OVERLEA AND WILSON STATION MO,7834,Overlea Blvd at Don Mills Rd West Side,43.709806,-79.335373,fuzzy_86
GRENOBILE AND SPANRIDG,7836,,,,unmatched
WESTWOOD SQUARE,7837,Westwood Square Bus Terminal at Morning Star Dr,43.721726,-79.640711,fuzzy_90
ELMHURST AND REDWATER,7838,Elmhurst Dr at Albion Rd West Side,43.725017,-79.551193,fuzzy_86
KELVIN AND WILSON,7839,Wilson Ave at Dufferin St,43.731854,-79.459521,fuzzy_86
ADIRONDACK AND FINCH,7840,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
EGLINTON STATION 945,7843,Eglinton Ave West at Martin Grove Rd East Side,43.674419,-79.562591,fuzzy_86
ISABELLA,7844,Sherbourne St at Isabella St,43.669792,-79.3759,fuzzy_TokenSet_high
APARTMENTS AND WARDEN,7845,Warden Ave at Apple Creek Blvd,43.860065,-79.33516,fuzzy_86
KENNEDY STATION PLAT B,7846,Kennedy Rd at Ellesmere Rd,43.765595,-79.280867,fuzzy_86
PEARSON AIRPORT T1,7848,Airport Rd at Highway 427 Overpass West Side,43.686436,-79.602317,fuzzy_86
MCLEVIN S AND NEILSON,7849,Neilson Rd at McLevin Ave,43.809181,-79.222072,fuzzy_89
CHISWICK,7853,,,,unmatched
RANGOON,7854,Eglinton Ave West at Opposite Walkway to Rangoon Rd,43.670682,-79.577791,fuzzy_90
CLAIRE PORT LOOP,7857,Claireport Cres (West) at Albion Rd,43.746846,-79.634653,fuzzy_82
CHURCH AND GLOUCESTER,7860,Wellesley St East at Church St,43.66561,-79.381083,fuzzy_86
ST REGIS,7861,Tuscan Gate at St Regis Cres (South),43.75434,-79.483902,fuzzy_90
DORMINGS AND ELLESMERE,7863,Ellesmere Rd at Bellamy Rd North,43.774149,-79.241959,fuzzy_86
SENATOR O CONNOR,7864,O'Connor,43.724808,-79.302086,fuzzy_TokenSet_high
RENFORTH STATION STATIOPN,7865,Renforth Station,43.66359,-79.590572,fuzzy_90
21 ETIE AND PARKING LOT,7866,,,,unmatched
EGLINTON AND RICHA,7867,Eglinton Ave West at Martin Grove Rd East Side,43.674419,-79.562591,fuzzy_86
LAWRENCE AND TREMONT,7870,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,fuzzy_86
QUEEN AND QUEENSWAY,7871,North Queen St at Index Rd West Side,43.619313,-79.555066,fuzzy_86
DANFORTH AND WINTER,7872,Danforth Rd at Winter Ave,43.729586,-79.251749,intersection_exact
WILLIAM R ALLEN R,7876,William R Allen Rd at Sheppard Ave West South Side,43.749635,-79.463343,fuzzy_TokenSet_high
DUFFERIN AND STAYNER,7877,Dufferin St at Stayner Ave,43.703481,-79.452235,intersection_exact
COMMISIONER AND SAULTE,7878,Commissioners St at Saulter St,43.649851,-79.342232,fuzzy_82
1 13 MILL,7879,Yonge St at Mill St,43.739952,-79.405683,fuzzy_86
NATURE PATHWAY,7880,Brenyon Way at Pioneer Pathway,43.806469,-79.213787,fuzzy_WRatio_high
HWY 7,7881,Warden Station at Temporary Bus Bay 7,43.710687,-79.280392,fuzzy_86
BAYVIEW AND HEATHCOTE,7886,Bayview Ave at Heathcote Ave,43.752072,-79.384794,intersection_exact
WESTON LIONS PARK 135,7887,Lawrence Ave West at Ralph St - Weston GO Station,43.701092,-79.511712,fuzzy_86
AIRPORT AND SILVER DAR,7888,Airport Rd at Highway 427 Overpass West Side,43.686436,-79.602317,fuzzy_86
MAITLAND AND YONGE,7889,Wellesley St East at Yonge St,43.665025,-79.384478,fuzzy_86
BLOOR ST W AND MARKLAN,7891,Dundas St West at Indian Road Cres,43.665156,-79.461274,fuzzy_86
REDIEA AND STEELES,7892,Steeles Ave East at Redlea Ave,43.823929,-79.30533,fuzzy_86
KEELE STATION AND STEELES W,7895,Steeles Ave West at Murray Ross Pkwy East Side,43.776344,-79.516416,fuzzy_86
FINCHDENE SQUARE,7896,Finch Ave East at Finchdene Sq,43.815317,-79.231676,fuzzy_86
